date,identifier,tweets
2020-09-15 18:12:05+00:00,c,"""71% of our interns say they are having discussions with friends and family about race and discrimination right now."" - $GS' Bentley de Beyer: https://t.co/dFrwoeC365 https://t.co/pPGWRDLBNw"
2020-09-15 15:48:02+00:00,c,WATCH: $GS chief US equity strategist David Kostin speaks about his equity market forecast on @CNBC: https://t.co/eSuEIpPZ4k
2020-09-15 15:00:21+00:00,c,".@blackstone President and COO Jon Gray discusses what he thinks makes for a successful investor in our new series #TalksAtGS Presents: Insights from Great Investors, hosted by $GS' Alison Mass: https://t.co/602dq5mzgJ https://t.co/SjT4PkcXbB"
2020-09-14 23:30:19+00:00,c,"With a growing number of schools and students pivoting to remote and hybrid learning, $GS' Adam Nordin weighs in on the impact on the #edtech sector in this episode of The Daily Check-In: https://t.co/hBeTY6BLgz https://t.co/6XWScfIz1U"
2020-09-14 21:44:47+00:00,c,$GS' Adam Nordin discusses the “mission critical functionality” of the #edtech sector given the rise in online learning in this episode of The Daily Check-In: https://t.co/vT6Qa7roKI https://t.co/pMZHRyrTNM
2020-09-14 20:10:37+00:00,c,WATCH: $GS internet analyst Heath Terry discusses tech valuations in the wake of market volatility on @CNBC. https://t.co/UKjIg54XQ5
2020-09-14 17:45:00+00:00,c,New Yorkers are resilient. And the small businesses they run make up the economic and cultural fabric of our five boroughs. That’s why we support #AllInNYC. https://t.co/uJKpYCHNaW
2020-09-14 13:35:10+00:00,c,"Nice to meet you, @Marcus Insights. We’re excited you’re here. https://t.co/oWVNpmKKTP"
2020-09-13 18:00:15+00:00,c,".@KKR_Co Co-CEO George Roberts kicks off our special series of #TalksAtGS Presents: Insights from Great Investors, discussing what he looks for in investing talent: https://t.co/OwjHyB3X8F https://t.co/QtWEnrPVaI"
2020-09-13 14:00:09+00:00,c,What’s driving the “cautiously optimistic” outlook for leveraged capital markets in Europe? Dominic Ashcroft of $GS Investment Banking weighs in: https://t.co/0J4IYu6jVk https://t.co/P2aq0cmj6V
2020-09-12 17:00:18+00:00,c,"“What are the big picture things driving opportunity?” @blackstone President and COO Jon Gray discusses his investing strategy in a new episode of #TalksAtGS Presents: Insights from Great Investors, hosted by $GS' Alison Mass: https://t.co/AyHqOFrTcl https://t.co/PjlemoaOjS"
2020-09-12 15:00:09+00:00,c,"“Companies led by diverse management teams leverage a range of perspectives to better compete in a global economy.” - Stephanie Cohen, $GS Chief Strategy Officer: https://t.co/J7FwBapnBC https://t.co/YX0dR8vhwH"
2020-09-12 02:00:32+00:00,c,"46億年前の隕石から発見され、太陽系が誕生する前から存在する炭化ケイ素 (SiC）。
#宇宙の日 にこの次世代素材について学んでみませんか。

#グローバル展望 では世界が注目する旬のテーマについて、ゴールドマン・サックスの見解をご紹介します。https://t.co/Gstj4386x6 https://t.co/BbJ7hLMZLY"
2020-09-11 20:38:51+00:00,c,Dominic Ashcroft and Luke Gillam of $GS Investment Banking on the “cautiously optimistic” sentiment among clients: https://t.co/WsKde5uK2q https://t.co/2qFn4adN35
2020-09-11 13:00:05+00:00,c,"Today, we take a moment to remember 9/11, and honor the brave and the fallen. #NeverForget #TributeInLight https://t.co/0Ks958zxzJ"
2020-09-11 00:00:18+00:00,c,"How do you benchmark #ESG practices at the sector level? $GS Research’s Sandra Lawson kicks off the ESG Roadmap Project, starting with the Food &amp; Beverage and Alcohol &amp; Tobacco sectors in this episode of The Daily Check-In: https://t.co/ftJWuL8aJL https://t.co/B9b0Pxtmb0"
2020-09-10 21:15:16+00:00,c,"How is the Food &amp; Beverage sector navigating the #ESG roadmap, including supply chain issues like child labor and health &amp; safety? $GS Research’s Sandra Lawson explains in this episode of The Daily Check-In: https://t.co/1jACIsAX1S https://t.co/mzBHHUoddT"
2020-09-10 18:00:09+00:00,c,"In response to #COVID19, we’ve raised over $33 billion with clients like the @WorldBank to help alleviate the social and economic impact of the pandemic. Explore the firm’s efforts to drive inclusive growth: https://t.co/3cG4eDBpqh #GSsustainability https://t.co/0FC7iSX2oD"
2020-09-10 16:15:00+00:00,c,We are proud to be named the World’s Best Investment Bank by @euromoney as part of the 2020 #EuromoneyAFE global awards. https://t.co/Us8OQe1JvP
2020-09-10 15:45:10+00:00,c,".@KKR_Co Co-CEO George Roberts kicks off the first episode of #TalksAtGS Presents: Insights from Great Investors, hosted by $GS' Alison Mass, with key lessons from his career: https://t.co/ax53UgheSk https://t.co/wJpyDSpG3A"
2020-09-10 14:54:50+00:00,c,"Congratulations to Jane Fraser for making history today as @Citi’s next CEO, and being a role model to so many women around the world."
2020-09-10 00:30:17+00:00,c,How is the rise in green capex and automation changing the European industrials sector? $GS Research’s Daniela Costa explains in this episode of The Daily Check-In: https://t.co/qwOTH2JKpy https://t.co/k27ZjsiZJz
2020-09-09 23:30:17+00:00,c,What are the trends shaping the European industrials and capital goods sector? $GS Research’s Daniela Costa explains in this episode of The Daily Check-In: https://t.co/5ghVnAGKst https://t.co/va48fJ8UXj
2020-09-09 23:00:00+00:00,c,Honored to be named structured products house of the year by @RiskDotNet in the 2020 Asia Risk Awards: https://t.co/NNRF0ZSboY
2020-09-09 21:00:08+00:00,c,$GS Chief Strategy Officer Stephanie Cohen on the business case for diversity: https://t.co/8F4BJeWWb2 https://t.co/1cWZIkXCND
2020-09-09 15:23:10+00:00,c,"Our latest survey finds small business owners feeling disappointed, frustrated, and left behind: https://t.co/X178xFVf2O https://t.co/bTA3pVnubM"
2020-09-09 01:36:54+00:00,c,$GS recognized as interest rate derivatives house of the year in the 2020 Asia Risk Awards by @RiskDotNet: https://t.co/7z4xAlSI8I
2020-09-08 23:00:18+00:00,c,"How will the Fed’s shift in its approach to inflation impact monetary policy? Jan Hatzius, $GS' chief economist, explains in this episode of The Daily Check-In: https://t.co/V5wLsGPwY1 https://t.co/PY1EPu1D7V"
2020-09-08 20:01:13+00:00,c,"What’s the significance of the Fed’s adoption of average inflation targeting? Jan Hatzius, $GS' chief economist, explains in this episode of The Daily Check-In: https://t.co/uSZ6UCzyBp https://t.co/mKR2KeccQQ"
2020-09-08 17:00:13+00:00,c,"Small businesses have always been essential and now more than ever, we’re realizing just how essential they are: https://t.co/nL7uCnkITb #MakeSmallBig https://t.co/z3FOJvpiqp"
2020-09-05 11:00:00+00:00,c,"„Mit Blick auf Covid-19 haben wir unseren Fokus auf erstklassige digitale Erfahrungen für unsere Kunden noch verschärft.“, sagte Jo Hannaford, Head of EMEA Technology bei $GS auf dem #HBBanken Gipfel. #GSEurope
https://t.co/vjqLFUPcNI"
2020-09-04 18:51:46+00:00,c,"„Finanzinstitute können zur Transformation der Wirtschaft und damit nachhaltigem Wachstum beitragen. $GS investiert dafür in den nächsten zehn Jahren $750 Milliarden“, sagte Wolfgang Fink, CEO $GS Germany, in seiner Rede beim #HBBanken Gipfel. #GSEurope https://t.co/2Mw217ZdJO"
2020-09-04 09:55:00+00:00,c,"Wolfgang Fink, CEO $GS Germany, talked with @CNBC about the importance of sustainable finance, and the impact of the coronavirus crisis on the European banking sector. #GSEurope https://t.co/fDdyNk3XXR"
2020-09-03 16:18:51+00:00,c,.@MargaretAnadu leads a private investing platform with a $4bn portfolio that takes on challenges in underserved communities. Her work as head of the Urban Investment Group is one of the reasons she was named to @FortuneMagazine’s 40 Under 40 list: https://t.co/BtmozaC5mO
2020-09-03 03:34:16+00:00,c,"WATCH: What are investors looking for in Japan's new prime minister? $GS Japan Vice Chair @KathyMatsui weighs in on @CNBC.
https://t.co/b6QAYFTmty"
2020-09-02 19:23:25+00:00,c,"Amy Hong, head of Market Structure Strategy, leads $GS' efforts to pioneer new market structures, utilizing technology &amp; automation to better service our clients’ liquidity needs. Read more about Amy who was named to @FortuneMagazine’s list of 40 Under 40: https://t.co/8LaLwJVa7g"
2020-09-02 16:07:29+00:00,c,We’re proud to be included in @GPTW_US &amp; @people's  #50CompaniesThatCare list. The firm and our people consistently seek out ways to make a difference in the communities where they work and live – and this is especially true during times of crisis. https://t.co/JEHh34Zvqa https://t.co/4I7Uqk4imq
2020-09-02 13:32:08+00:00,c,"Congratulations to $GS' Margaret Anadu, head of the Urban Investment Group, and Amy Hong, head of Market Structure Strategy for the Global Markets Division, for being named to @FortuneMagazine’s 40 Under 40 list https://t.co/1sUAXCaLCl"
2020-09-01 05:44:34+00:00,c,"ゴールドマン・サックス緊急子ども支援基金第2フェーズの受付を開始しました。今回は、#新型コロナウイルス 感染拡大防止策の影響で困難を抱える子どもとその家族の「心のケア」を支援する団体に対し助成を行います。

募集要領：https://t.co/aKOcqiXZ5h https://t.co/lvNX8i3cqo"
2020-08-28 16:00:21+00:00,c,"Amid a growing focus on health and climate change, we are proud to have led the IPO for @BeyondMeat, one of the fastest growing plant-based food companies in the US. Learn more: https://t.co/6exQKxPEHs #GSsustainability https://t.co/1LObLmEAKf"
2020-08-28 10:12:49+00:00,c,Abenomics after Abe? $GS Japan Vice Chair @KathyMatsui discusses the market implications of Japanese prime minister Shinzo Abe’s resignation announcement on @BloombergTV https://t.co/G3HCGs5jA2
2020-08-28 01:36:13+00:00,c,$GS chief Asia Pacific equity strategist Tim Moe tells @CNBC why North Asia presents strategic opportunities for investors amidst low interest rates and an accelerated transition to a digital economy. https://t.co/qRRwWbfF0d
2020-08-26 20:00:03+00:00,c,"When we work towards gender equality, we drive growth for our clients, our people, and our communities. This #WomensEqualityDay, explore our efforts supporting women's economic empowerment and leadership opportunities: https://t.co/pLcmiPE8ol https://t.co/LhyjMDoQP1"
2020-08-26 18:00:03+00:00,c,"Investing in gender equality isn’t just the right thing to do—it’s the smart thing to do. As we celebrate #WomensEqualityDay and the 100th anniversary of the #19thAmendment, explore our commitment towards empowering women and creating a more equal society: https://t.co/dY3f7iP6Iq https://t.co/M3ujpUO2kT"
2020-08-26 15:23:31+00:00,c,"In today’s world, gender equality is an economic imperative. As we celebrate #WomensEqualityDay, learn more about our partnerships and initiatives aimed at closing gender gaps and promoting a more equitable society: https://t.co/mMnbJKMSZG https://t.co/R2kFFfQvKc"
2020-08-25 22:00:23+00:00,c,What does alternative data reveal about the impact of the shutdown across industries? Nicholas Chan of the Quantitative Investment Strategies (QIS) team discusses in our 100th episode of The Daily Check-In: https://t.co/HJ7nCr8n27 https://t.co/pDeXNFeiCt
2020-08-25 18:26:23+00:00,c,"On the 100th episode of The Daily Check-In, Nicholas Chan of the Quantitative Investment Strategies (QIS) team talks about big data and what it reveals about the impact of the shutdown on the economy: https://t.co/g6tS0TY9M8 https://t.co/STa96qiCVG"
2020-08-25 15:01:22+00:00,c,.@arm_legacy discusses his pursuit for justice in the murder of Malcolm X as told in @wkmxdocseries during a recent episode of #TalksAtGS: https://t.co/aaIWTiE8Rg https://t.co/yNmSmt3F5K
2020-08-25 00:30:19+00:00,c,What are some of the ways that universities are managing the financial impact of #COVID19? $GS' Diana Hoadley explains in this episode of The Daily Check-In: https://t.co/xBmkB5iUQD https://t.co/w9pUvYAipL
2020-08-24 23:00:19+00:00,c,Producer and director @philbhere discusses how his series #WhoKilledMalcolmX adds to today’s conversation on racial justice during a #TalksAtGS: https://t.co/tOOnrCPNzO https://t.co/Heh6kUgqPM
2020-08-24 22:41:37+00:00,c,How are universities and colleges coping with the financial uncertainties of the pandemic? $GS' Diana Hoadley explains in this episode of The Daily Check-In: https://t.co/HskWNixM5y https://t.co/U95u6zBJMC
2020-08-24 18:00:25+00:00,c,“Begin Again” author @esglaude gives his outlook for lasting change that could come from the current conversation on racial equity during a #TalksAtGS: https://t.co/bDzxpav5m6 https://t.co/7M0JKwfIgA
2020-08-24 15:00:20+00:00,c,.@KKR_Co Co-Chairman and Co-CEO George Roberts discusses what drives his investing philosophy during a #TalksAtGS: https://t.co/vV9zhxY8Jw https://t.co/fOhTfRWk8o
2020-08-23 21:00:19+00:00,c,“It has become the work of my life. It's taken over 30 years to really solve this.” @arm_legacy discusses his pursuit for justice in the murder of Malcolm X as told in @wkmxdocseries: https://t.co/hMCvwqItqp #TalksAtGS https://t.co/FMjAEi5eDZ
2020-08-23 19:30:13+00:00,c,$GS' Michael Cassell on how investors are viewing record S&amp;P 500 highs: https://t.co/y31Lqpebxj https://t.co/Pi3m9zV1aq
2020-08-23 17:00:25+00:00,c,“Baldwin is insisting that we tell ourselves the truth.” “Begin Again” author @esglaude on why he believes James Baldwin’s work is still so relevant today: https://t.co/elsDL3BfNO #TalksAtGS https://t.co/lTuULBTAvZ
2020-08-23 14:00:09+00:00,c,"Why is $GS Research forecasting the S&amp;P 500 to rise to 3,600 by the end of 2020? David Kostin explains: https://t.co/mp7tbTFypy https://t.co/RpcR5kuMD9"
2020-08-22 22:00:18+00:00,c,"“It gets people to realize that this is a story that we've been telling for years and that, in some ways, what's past is prologue.” Producer and director @philbhere on his series #WhoKilledMalcolmX and the current conversation on racial justice: https://t.co/SGJEPORY4S #TalksAtGS https://t.co/kNuO7OPGFu"
2020-08-22 20:00:09+00:00,c,How are investors viewing record highs in the S&amp;P 500? $GS' Michael Cassell weighs in: https://t.co/2qHer3mzB2 https://t.co/6YzT3Z29W0
2020-08-22 18:00:22+00:00,c,"“Wherever we are, we have a chance because we have the potential to do miracles.” “Begin Again” author @esglaude on what could come from the current conversation on racial equity: https://t.co/4x9cHsB5dF #TalksAtGS https://t.co/ZetJDodDdV"
2020-08-22 15:30:00+00:00,c,We’re having a Helvetica good time with our new typeface 🎉 https://t.co/thyJAwljhG
2020-08-22 14:00:12+00:00,c,What is the current timeline for a potential vaccine? @CEPIvaccines CEO Dr. Richard Hatchett discusses with @AllisonNathanGS in a new episode of Top of Mind at Goldman Sachs: https://t.co/UhuUEOdnWz https://t.co/y5x7hqlCvu
2020-08-22 00:00:18+00:00,c,"How do you measure individual investor activity in today’s markets, and what trends does it reveal? $GS Research's John Marshall explains in this episode of The Daily Check-In. Watch the full episode here: https://t.co/mRLdQJW0A9 https://t.co/LOLcf9ShPY"
2020-08-21 23:00:21+00:00,c,“Begin Again” author @esglaude discusses why he believes James Baldwin’s work is still so relevant today during a #TalksAtGS: https://t.co/lYZpH4rvED https://t.co/OqQwnC2Tl8
2020-08-21 21:00:19+00:00,c,How are individual investors impacting US markets this year? $GS Research's John Marshall explains in this episode of The Daily Check-In. Watch the full episode here: https://t.co/bs00yVnURq https://t.co/fw9wMmnIIp
2020-08-21 19:00:19+00:00,c,.@KKR_Co Co-Chairman and Co-CEO George Roberts discusses why he sees board diversity as critical to the company’s investments during a #TalksAtGS: https://t.co/u8XwnZkA9h https://t.co/C4pmm7KTNj
2020-08-21 18:11:57+00:00,c,Michael Cassell of $GS' Global Markets Division talks about investors' cautious optimism amid record S&amp;P 500 highs: https://t.co/egwTMUicek https://t.co/8jOw5xIvA6
2020-08-21 17:00:09+00:00,c,We helped issue a $150 million green bond for the @ConservationFnd which will enable the protection of five million acres of working forests in the US. Read more: https://t.co/1VUG5QznDF #GSsustainability https://t.co/oX0FrKy367
2020-08-21 16:00:13+00:00,c,"David Kostin, $GS' chief U.S. equity strategist, shares his latest S&amp;P 500 forecast: https://t.co/RTkuKOqmsM https://t.co/fgjU8DEYz8"
2020-08-21 14:00:15+00:00,c,"At $GS, we believe diverse teams drive strong returns. This #WorldEntrepreneursDay, learn how #LaunchWithGS is narrowing investing gaps and supporting women, Black, Latinx and other diverse entrepreneurs: https://t.co/z813LijPrh https://t.co/Uruv3wntqk"
2020-08-21 13:35:00+00:00,c,We applaud the @AIFoundation for their commitment to supplying thousands of PPE kits across India and we're proud to partner with them through our #GSGives COVID-19 Relief Fund. https://t.co/sDlPMrX5vP
2020-08-21 00:30:17+00:00,c,What are the trends accelerating the digitization of China’s infrastructure? Jacqueline Du of $GS Research explains in this episode of The Daily Check-In: https://t.co/m4QV1tOef4 https://t.co/RmdyofvVSy
2020-08-20 23:04:30+00:00,c,What’s driving China’s increased investment in infrastructure? Jacqueline Du of $GS Research explains in this episode of The Daily Check-In. Watch the full episode here: https://t.co/SzE4MHMb09 https://t.co/QhvpcTdr6C
2020-08-20 21:15:01+00:00,c,$GS has helped arrange about $33.5B #COVID19 related bonds globally and is seeing an acceleration in the issuance of #ESG bonds. Read more via @business: https://t.co/N4Tq0puomL
2020-08-20 17:00:09+00:00,c,"Even without a vaccine, how should we be thinking about the future of global economic growth? $GS Chief Economist Jan Hatzius discusses with @AllisonNathanGS in a new episode of Top of Mind at Goldman Sachs: https://t.co/6mBjUKDXoG https://t.co/1UMcNgbl7o"
2020-08-20 05:50:57+00:00,c,"中国・半導体や5G関連・エアコン。ゴールドマン・サックスの機械セクターアナリスト諌山裕一郎が新型コロナ下での注目ポイントを@ms_tvtokyoで解説します。
旬のテーマに関する当社アナリストによる解説は公式HPの #グローバル展望 で。
https://t.co/gsdg5yibjq

https://t.co/FuB0hzjVr1"
2020-08-20 00:00:17+00:00,c,"How is Australia’s large pool of pension fund savings helping the nation navigate the economic downturn? Simon Rothery, CEO of $GS in Australia, explains in this episode of The Daily Check-In: https://t.co/emyfMMAetN https://t.co/oAo9ZMjZy1"
2020-08-19 21:54:29+00:00,c,"How has Australia navigated the health and economic challenges of this year? Simon Rothery, CEO of $GS Australia, explains in this episode of The Daily Check-In. Watch the full episode here: https://t.co/nGc3ZQ9aBj https://t.co/6MFfQ2BMvq"
2020-08-19 18:00:11+00:00,c,Where will the S&amp;P 500 end for the year? David Kostin of $GS Research weighs in: https://t.co/eSrJ2CDL1J https://t.co/cZsuq3Q3Qd
2020-08-19 16:30:00+00:00,c,"Wir freuen uns, die Forschungsprojekte des Corona-Fonds der Goethe Universität durch #GSGives unterstützen zu können. #GSEurope https://t.co/Q4EAvNUGKn"
2020-08-19 15:00:19+00:00,c,"""It's individuals that make the difference in a good investment or a bad one."" @KKR_Co Co-Chairman and Co-CEO George Roberts discusses what drives his investing philosophy during a #TalksAtGS: https://t.co/IVcAwHibZV https://t.co/iHrC2Pvbv7"
2020-08-19 01:00:01+00:00,c,"本　自　夏
を　宅　休
手　で　み
に　過
　　ご
　　す

今年もゴールドマン・サックスの社員が夏休みにお勧めの本を紹介します。
https://t.co/STkE8kaFRX　

#夏休み読書シリーズ 
#俳句の日 https://t.co/y6InBWxZ6k"
2020-08-19 00:29:59+00:00,c,"On the 100th anniversary of the ratification of the 19th Amendment, Katie Koch, co-head of the Fundamental Equity business within #GSAM, talks about the business case for investing in women in this episode of The Daily Check-In: https://t.co/JDT1Dq8MPt https://t.co/28Bx4K871p"
2020-08-18 18:00:08+00:00,c,How close are we to the resolution of the pandemic? @HarvardChanSPH Professor Dr. Marc Lipsitch discusses with @AllisonNathanGS in a new episode of Top of Mind at Goldman Sachs: https://t.co/OlucVIyOZ7 https://t.co/fISJnpng60
2020-08-18 15:00:18+00:00,c,"""Baking doesn’t have to be intimidating."" @DominiqueAnsel discusses his new book ""Everyone Can Bake"" during a #TalksAtGS: https://t.co/92PiD174gC https://t.co/sG98hO5MD7"
2020-08-18 00:30:19+00:00,c,"""In Europe, the environmental aspect [of ESG] has seen a lot of interest given the exciting news around the European Green Deal."" $GS' Stefan Bollinger on how investors are thinking about #ESG in this episode of The Daily Check-In: https://t.co/wgiD6xQNfB https://t.co/z0UagQb2O5"
2020-08-17 23:52:54+00:00,c,"In light of the European Green Deal, how are European investors shifting their focus to #ESG? $GS' Stefan Bollinger explains in this episode of The Daily Check-In: https://t.co/jukNNzHNh3 https://t.co/41xyQptuyW"
2020-08-17 19:00:21+00:00,c,"""The reason to do it is one, it's the right thing, and secondly, you get the best results from diverse organizations."" @KKR_Co Co-Chairman and Co-CEO George Roberts on why he sees board diversity as critical to the company’s investments: https://t.co/VT978Ku9LM #TalksAtGS https://t.co/2jWJbuTqEt"
2020-08-17 16:00:11+00:00,c,"""I think it’s really important to frame diversity not just as an issue of equitability, which obviously it is, but also a really pertinent business issue of profitability."" - Katie Koch of #GSAM: https://t.co/USbzwBFkzZ https://t.co/xNAjxf677h"
2020-08-16 20:00:08+00:00,c,"""It seems like market participants across the board were not at all surprised by the [@KamalaHarris] pick."" - Joe Wall, $GS: https://t.co/0gTzpO3R6U https://t.co/Xai9BqQ2ry"
2020-08-16 17:00:21+00:00,c,".@DominiqueAnsel discusses his new book ""Everyone Can Bake"" and why he thinks his baking has resonated around the world during a #TalksAtGS: https://t.co/SyVk5AbE8B https://t.co/EYJW2r6tkt"
2020-08-15 19:00:09+00:00,c,"Investors weren’t surprised by @KamalaHarris as @JoeBiden's VP pick, says $GS' Joe Wall: https://t.co/YqGg4OJUfu https://t.co/zska1OemfO"
2020-08-15 15:00:20+00:00,c,"""We need to start building a capacity that can handle things at a higher level."" @kroger Chairman and CEO Rodney McMullen on adapting the food supply chain for the future during a #TalksAtGS with $GS President and COO John Waldron: https://t.co/5MJYfxXn40 https://t.co/lAceZ77kzi"
2020-08-14 23:30:17+00:00,c,$GS' Anthony Gutman shares insights on the trends reshaping Europe's growth composition in this episode of The Daily Check-In: https://t.co/M7Cdz5HW00 https://t.co/aUfsenak2F
2020-08-14 22:00:10+00:00,c,How are investors reacting to @KamalaHarris as @JoeBiden's VP pick? $GS' Joe Wall weighs in: https://t.co/eb7WLcUs76 https://t.co/Kcl8ON2JWN
2020-08-14 20:59:43+00:00,c,"What’s driving more optimistic corporate sentiment in Europe? Anthony Gutman, global co-head of $GS' Investment Banking Services, discusses in this episode of The Daily Check-In: https://t.co/0c3Jumwir8 https://t.co/OitsWZCGfI"
2020-08-14 16:00:11+00:00,c,Katie Koch of #GSAM on why diversity drives better investment performance: https://t.co/ozP9YE4zUb https://t.co/gYPedgCQTm
2020-08-14 02:00:01+00:00,c,"「コロナ禍で旅行がしづらい今こそ是非」。大学を1年休学し陸路でユーラシア大陸を横断する一人旅に出るきっかけとなった本を紹介するのはゴールドマン・サックスのテクノロジー部長、白井俊道。https://t.co/UYEzIAlAle
#夏休み読書シリーズ https://t.co/kGTfwyolJg"
2020-08-14 01:00:47+00:00,c,Which countries are investing most vigorously in R&amp;D? $GS' Abby Joseph Cohen explains in this episode of The Daily Check-In: https://t.co/yJf3Wr2Pl2 https://t.co/ejNsGXMYuh
2020-08-13 23:30:41+00:00,c,How is R&amp;D investment impacting economic growth? $GS' Abby Joseph Cohen explains in this episode of The Daily Check-In. Watch the full version here: https://t.co/TUHu4Lp0rP https://t.co/oWBl5JJDhf
2020-08-13 19:00:00+00:00,c,WATCH: $GS Head of Commodities Research Jeff Currie speaks about the outlook for oil demand and why gold is a great debasement hedge. https://t.co/vjU9dLlQ4v
2020-08-13 18:00:19+00:00,c,.@DominiqueAnsel gives advice to first-time bakers and discusses his new book “Everyone Can Bake” during a #TalksAtGS: https://t.co/WKZQ8YENog https://t.co/YlFoSnxTvk
2020-08-13 15:00:11+00:00,c,".@DLawrenceOBE, social justice campaigner and Life Peer, joins #TalksAtGS to discuss the role of education in race relations in the UK: https://t.co/ZTGq21glkF https://t.co/b4G5S1L8Uh"
2020-08-13 06:30:03+00:00,c,"「本書に出会うまではすべての変化に対し漠然とした不安を抱いていました」。ゴールドマン・サックスの業務統括本部長を務める江原正弘が自身を変えてくれた一冊を紹介します。#夏休み読書シリーズ
https://t.co/hqCr4y4TPD https://t.co/Rzdijr9Ozm"
2020-08-12 23:30:17+00:00,c,What’s the long-term outlook for US equity returns? $GS' David Kostin shares his forecast (and some thoughts on the near-term) in this episode of The Daily Check-In: https://t.co/HiXhQ5Fqzy https://t.co/o2myqON2zd
2020-08-12 22:00:18+00:00,c,.@kroger Chairman and CEO Rodney McMullen discusses the digital transformation of the grocery business during a #TalksAtGS with $GS' President and COO John Waldron: https://t.co/WJZAUJ45zN https://t.co/tt9VtkK0v4
2020-08-12 21:03:37+00:00,c,$GS' David Kostin shares three takeaways from 2Q US earnings in this episode of The Daily Check-In. Watch the full version here: https://t.co/0p04tXGnzI https://t.co/kOB2JoNuEJ
2020-08-12 06:30:10+00:00,c,ゴールドマン・サックスで投資調査部長を務める河野祥がお勧めする本は、円高に苦しんだ経験を持つ父親よりプレゼントされた一冊。もう1冊のチョイスは #夏休み読書シリーズ を当社HPでご覧ください  📚  https://t.co/OpIbIXzuKW https://t.co/62Bpa6ci9Q
2020-08-12 00:30:18+00:00,c,"Janki Gandhi of $GS' Investment Banking Division talks about how the beauty industry has been affected by the economic shutdown, and what she sees for cosmetics companies in the months ahead in this episode of The Daily Check-In: https://t.co/qO2XedRwR9 https://t.co/lamWHjpQUn"
2020-08-11 23:15:16+00:00,c,“I think it's the flexibility of creating what I do. I think it's understanding different cultures.” @DominiqueAnsel on why he thinks his baking has resonated around the world during a #TalksAtGS: https://t.co/MGasY4rH7R https://t.co/T0J4mfEoHX
2020-08-11 22:20:19+00:00,c,What’s the outlook for deal activity in the beauty industry? Janki Gandhi of $GS' Investment Banking Division explains in this episode of The Daily Check-In. Watch the full episode here: https://t.co/xjovLy2oEi https://t.co/bAeGETCsCk
2020-08-11 18:00:21+00:00,c,".@DLawrenceOBE, social justice campaigner and Life Peer, joins #TalksAtGS to discuss how we can build a better future in race relations: https://t.co/SEuPRDwpWc https://t.co/O9KdsP0TEo"
2020-08-11 16:30:09+00:00,c,Why does diversity drive better investment performance? $GS' Katie Koch explains: https://t.co/kdE96WAZIn https://t.co/PWyqn3YO3B
2020-08-11 15:45:00+00:00,c,"We’re honored to be part of this initiative that will partner with educational institutions, including @CUNY and nonprofits, to prepare workers with an emphasis on low-income and Black, Latinx, and Asian communities, to thrive in today’s workplace: https://t.co/N8CmWGzg6P https://t.co/g81dCNw4K7"
2020-08-11 06:30:01+00:00,c,"「子供の頃読んだこの本で、歴史に恋に落ちました」。ゴールドマン・サックスで債券為替コモディティ営業共同本部長を務める足立洋子が #夏休み にお勧めするのはこの一冊。対照的なもう1冊のチョイスは。 #夏休み読書シリーズ  📚  
https://t.co/45vYRtaDec https://t.co/JQcDoVvBun"
2020-08-10 23:30:18+00:00,c,How will robotic surgery evolve over the next five years? $GS Research’s Amit Hazan discusses in this episode of The Daily Check-In. Watch the full episode here: https://t.co/mmRkKn2cdT https://t.co/36ETXeRaf5
2020-08-10 21:27:36+00:00,c,How will advances in imaging and analytics change the way doctors perform surgery? $GS Research’s Amit Hazan discusses in this episode of The Daily Check-In. Watch the full episode here: https://t.co/tXriyqXcRQ https://t.co/09ZnQGmxvW
2020-08-10 18:00:15+00:00,c,"""SPACs have been increasingly popular in terms of an alternate way to bring companies into the public markets."" - Olympia McNerney of $GS Investment Banking: https://t.co/wEY330Vq5x https://t.co/0Q0lgZs94E"
2020-08-09 19:00:19+00:00,c,.@kroger Chairman and CEO Rodney McMullen discusses how the food supply chain is adapting for the future during a #TalksAtGS with $GS' President and COO John Waldron: https://t.co/NNy1J4AJbW https://t.co/vzXPgPOd3W
2020-08-09 15:00:09+00:00,c,How are companies meeting their financing needs in this environment? Susie Scher of $GS Investment Banking weighs in: https://t.co/azNGVWsgCk https://t.co/pMOoxU5b9H
2020-08-08 20:00:17+00:00,c,.@KhalilGMuhammad discusses how history can inform the present conversation around systemic racism in America during a #TalksAtGS: https://t.co/FVSPLqyYmi https://t.co/PJ8sXncm33
2020-08-08 17:00:09+00:00,c,What’s a SPAC and why have they become so popular? Olympia McNerney of $GS Investment Banking explains: https://t.co/MXLuAQleJS https://t.co/S3E4RyAzxp
2020-08-08 00:00:19+00:00,c,"How might a ""super app"" transform India’s internet? $GS Research’s Manish Adukia explains in this episode of The Daily Check-In. Watch the full version here: https://t.co/CZje5uM833 https://t.co/FN9YQaK2M4"
2020-08-07 23:00:16+00:00,c,.@CocoGauff reflects on her role models @Venuseswilliams and @serenawilliams during a #TalksAtGS: https://t.co/y2M4NeN6qm https://t.co/yqWV6HySU0
2020-08-07 21:45:18+00:00,c,"Why is India’s internet market at an ""inflection point"" in terms of growth and profitability? $GS Research’s Manish Adukia explains in this episode of The Daily Check-In. Watch the full version here: https://t.co/r4LEMrMRUj https://t.co/svDsUXA9WI"
