date,identifier,tweets
2021-06-03 15:00:19+00:00,c,"“It's not a race. We want to do things right… but I can see for the first time momentum really picking up.” - President and CEO of @CruiseNorwegian, Frank Del Rio, in a #TalksAtGS: https://t.co/cYvynMuWpW https://t.co/hNswcyxFKn"
2021-06-02 16:00:11+00:00,c,$GS' Allison Nathan looks at whether cryptos can and should be an institutional asset class with leading investors in the space in an Exchanges at Goldman Sachs: https://t.co/tVqGNJ51Hf https://t.co/2NUCXNuOTp
2021-06-02 13:00:27+00:00,c,"Economist and author of ""How Boards Work,"" @dambisamoyo, shares her perspective on the state of the world’s economy as the pandemic continues in a #TalksAtGS with $GS' president and COO John Waldron: https://t.co/MvPHUGFVGQ https://t.co/XbtjifoFWM"
2021-06-02 11:49:41+00:00,c,"$GS co-head of Investment Strategy Group in our Asia Private Wealth Management business, Shengzu Wang, discusses the investment outlook for the US and China on @BloombergTV https://t.co/3T8slXyNv8"
2021-06-01 21:30:25+00:00,c,Happy #Pride Month! We're proud to celebrate with the LGBTQIA+ community as we continue to champion a more inclusive workplace and society. https://t.co/X1X3MmR1uj
2021-06-01 20:32:55+00:00,c,Is crypto a new asset class? Galaxy’s Michael Novogratz and NYU’s Nouriel Roubini discuss the path and obstacles to further institutional adoption on Exchanges at $GS: https://t.co/1VhMe7gQ8g https://t.co/QYXBOu532h
2021-06-01 19:17:14+00:00,c,$GS' Chief Diversity Officer Megan Hogan discusses the firm’s 12-week returnship program. https://t.co/iM8mskPv86
2021-06-01 17:07:01+00:00,c,We’re thrilled to be backing @collab_capital’s first fund through the work of our #LaunchWithGS program and One Million Black Women initiative–helping to invest in 50 Black-founded companies across the country. https://t.co/KyF0pVyOc5
2021-06-01 15:00:21+00:00,c,"“The only way you can develop your ideas is if you have a crowd, and it's that kind of conversation that is at the heart of every intellectual revolution.” - @Gladwell in a recent episode of #TalksAtGS with $GS' chief financial officer Stephen Scherr: https://t.co/B7UAYa9OlX https://t.co/rQCzSGfCDN"
2021-05-29 15:00:23+00:00,c,"John F. Crowley, chairman and CEO of Amicus Therapeutics, shares his motivation for pursuing a career in developing treatments to cure Pompe disease in a #TalksAtGS: https://t.co/SpgjTJH7fq https://t.co/7RYpXisQ0I"
2021-05-28 17:30:24+00:00,c,We’ve been listening &amp; learning to help shape our One Million Black Women initiative. We’re grateful for the collaboration from our partners and for the thousands of idea submissions. Take a look at our initial investments: https://t.co/LNXtN3qd3B #BlackWomenImpact https://t.co/JPNhokRWtS
2021-05-28 15:06:43+00:00,c,Watch $GS' chief Asia Pacific strategist Tim Moe explain why our view on Chinese equities goes against the grain. https://t.co/QVxrH4zKlR
2021-05-28 15:00:30+00:00,c,#ICYMI: $GS' Daphne Robbins explains why the shift to outdoor recreation is a long-term secular trend: https://t.co/rgaOcaV1lX https://t.co/TfrDJydbLu
2021-05-28 13:00:18+00:00,c,"“The pandemic hit, and of course, no industry took it on the chin like ours.” - President and CEO of @CruiseNorwegian, Frank Del Rio, in a recent episode of #TalksAtGS: https://t.co/gjnHm4nusv https://t.co/XaiURuubpJ"
2021-05-27 21:00:25+00:00,c,"Why are supplies of boats, bikes and RVs at all-time lows? $GS' Daphne Robbins explains in this episode of The Daily Check-In: https://t.co/p18loMig3q https://t.co/qSzFFyNbhF"
2021-05-27 17:00:08+00:00,c,What are the big-picture risks for inflation? David Mericle of $GS Research and Josh Schiffrin of Global Markets explain the implications for economies and markets in the latest episode of Exchanges at Goldman Sachs: https://t.co/Tb7WvAZwon https://t.co/svwo1CCFKv
2021-05-27 13:00:24+00:00,c,"“It's a no brainer… you need diversity if you want to compete in the 21st century.” - @dambisamoyo, economist and author of ""How Boards Work,"" in a #TalksAtGS with $GS' president and COO John Waldron: https://t.co/61oVi44jck https://t.co/4K60eX0mFQ"
2021-05-26 23:00:20+00:00,c,How do retailers think about the challenges of outsourcing same-day delivery to third-party providers? $GS' Kate McShane explains on this episode of The Daily Check-In: https://t.co/Xwu4PWF39G https://t.co/OMlDyK8rtS
2021-05-26 19:00:00+00:00,c,Watch $GS head of commodities research Jeff Currie discuss crypto assets and his outlook for oil on @CNBC: https://t.co/TQUU7EKU0x
2021-05-26 18:00:25+00:00,c,$GS' Kate McShane on why third-party fulfillment providers are an important part of the same-day delivery equation in this episode of The Daily Check-In: https://t.co/9z5NK7IgXY https://t.co/JgJPGikqGP
2021-05-26 17:00:08+00:00,c,Investors are worried about inflation—should you be? David Mericle of $GS Research and Josh Schiffrin of Global Markets explain the risks and the outlook for inflation in Exchanges at Goldman Sachs: https://t.co/BGxLilrHuS https://t.co/iK2x8TB79V
2021-05-26 16:00:04+00:00,c,"We are pleased to join the Green Software Foundation alongside @Microsoft, @Accenture, @linuxfoundation and other partners to establish innovative green engineering standards globally. https://t.co/7MGwTvkcha"
2021-05-26 15:00:22+00:00,c,".@MikeSievert, CEO of @TMobile, shares his perspective on the global desire for a more sustainable world in a #TalksAtGS, with $GS' president and COO John Waldron: https://t.co/6YJlf7OX4m https://t.co/B4nhyVSkod"
2021-05-26 14:00:01+00:00,c,Watch $GS chief US equity strategist David Kostin speak on earnings and his outlook for the market on @BloombergTV: https://t.co/TJ2ls87N0j
2021-05-26 09:50:56+00:00,c,"In a conversation with @CMofKarnataka today, we shared our focus on supporting Karnataka's Covid-19 relief efforts - in collaboration with UnitedWay. #GoldmanSachsIndia https://t.co/lpwrxENu17"
2021-05-24 20:00:17+00:00,c,.@ultabeauty CEO Mary Dillon shares her outlook on how consumers prefer more sustainable products within the beauty sector in a #TalksAtGS with $GS' chairman and CEO David Solomon: https://t.co/EJetXJPLvv https://t.co/6MDvohD67K
2021-05-24 19:17:54+00:00,c,"Congratulations to @FionaCarter, $GS' chief marketing officer, on being named to @CrainsNewYork Business 2021 Notable in Marketing and PR: https://t.co/kwcubTZmwh https://t.co/Roz1afVorT"
2021-05-24 18:30:00+00:00,c,"Watch $GS chief economist Jan Hatzius speak about inflation, the economy and cryptocurrencies on @YahooFinance:
https://t.co/nrP7h07HSj"
2021-05-22 15:00:21+00:00,c,#ICYMI: $GS Research’s Evan Tylenda discusses the changing landscape of ESG regulation in Europe and the implications for investors in this episode of The Daily Check-In: https://t.co/AgcK3W1Xtm https://t.co/xSMR4TYP51
2021-05-21 19:45:18+00:00,c,How does the EU’s Sustainable Finance Disclosure Regulation change ESG classification in Europe? Evan Tylenda of $GS Research discusses in this episode of The Daily Check-In: https://t.co/YrkE9UyGvO https://t.co/GQpQnFFJPP
2021-05-21 19:02:58+00:00,c,"Watch Christina Minnis, $GS' global head of acquisition finance, discuss the large M&amp;A transactions ahead on @BloombergTV: https://t.co/ktNKy4Hm0M"
2021-05-21 17:14:52+00:00,c,"As we share details on these first investments and grants, please continue to provide your ideas and suggestions: https://t.co/YL1D264ONR #BlackWomenImpact"
2021-05-21 17:14:51+00:00,c,"Two months ago, with our incredible partners, we launched our One Million Black Women initiative. Earlier this week our advisory council met for the first time to discuss the initial investments, share guidance, and chart our path forward: https://t.co/GynLqKrF5k https://t.co/sq8bz095rc"
2021-05-20 13:00:25+00:00,c,"“When you're managing a crisis and you're doing it remotely, you've got to be a very visible leader.” - John F. Crowley, chairman and CEO of Amicus Therapeutics, in a #TalksAtGS: https://t.co/wM3Cp0cmUJ https://t.co/yjINPWZAPi"
2021-05-20 10:39:02+00:00,c,"Watch Zach Pandl, $GS' co-head of FX, Interest Rates and Emerging Markets Research, discuss the outlook for inflation and Fed policy on @CNBC 
https://t.co/BIYcpXfXC3"
2021-05-19 17:00:25+00:00,c,".@MikeSievert, CEO of @TMobile, discusses the company’s culture and how its approach allowed T-Mobile to excel during the pandemic in a #TalksAtGS: https://t.co/otfcYT4tGg https://t.co/vn9MGRzG86"
2021-05-18 20:00:00+00:00,c,Watch $GS senior investment strategist Abby Joseph Cohen discuss the need for infrastructure investment in the US on @BloombergTV: https://t.co/GMQH3SBVjW
2021-05-18 19:00:19+00:00,c,".@ultabeauty CEO Mary Dillon discusses the importance of communicating with young consumers to gain awareness of future trends within the beauty industry in a #TalksAtGS, with $GS' chairman and CEO David Solomon: https://t.co/FpI9G98hrk https://t.co/KH93zj8dZp"
2021-05-18 17:00:56+00:00,c,Why is copper the new oil? $GS Research’s Nick Snowdon explains why a surge in green capex—combined with the lack of copper mining projects—will lead to a multiyear bull market in copper in this episode of Exchanges at Goldman Sachs: https://t.co/09dL6mp2Y2 https://t.co/9EaRVMBuwU
2021-05-18 15:00:27+00:00,c,#ICYMI: $GS' Stephanie Hui explains how the evolution in China’s consumer spending is shaping investment opportunities in The Daily Check-In: https://t.co/M1D5oLFdJT https://t.co/Mprg8of4pc
2021-05-18 13:00:32+00:00,c,"“There's a rebound underway, but that's a very different scenario from a recovery.” - @Dambisamoyo, economist and author of ""How Boards Work,"" in a recent episode of #TalksAtGS, with $GS' president and COO John Waldron: https://t.co/Cm1576hdN8 https://t.co/UG43qvLuE7"
2021-05-18 10:01:35+00:00,c,Watch $GS chief Japan economist Naohiko Baba discuss the outlook for Japan's economy amid the ongoing pandemic on @CNBC. https://t.co/09m3gmQeMa
2021-05-18 01:00:55+00:00,c,"ゴールドマン・サックスの幹部に一人一冊配られた本とは？　人事部長の上田彰子が@nikkeistyleの「社会人1年目の課題図書」で明かします。cc: @angeladuckw 
https://t.co/VeyZJWxgZR"
2021-05-17 23:45:18+00:00,c,How is Gen Z reshaping China’s consumption patterns? $GS' Stephanie Hui explains in The Daily Check-In: https://t.co/dXxuUuXyib https://t.co/BjXBD8sIyN
2021-05-17 23:00:02+00:00,c,$GS' Lisa Opoku was honored to be the Commencement Speaker at @Ashesi University in Ghana. We're proud to recruit from Ashesi as part of our Africa Recruiting Initiative: https://t.co/5gFAcXLxxU https://t.co/YPKzotyCd1
2021-05-17 22:00:01+00:00,c,We are proud to partner with @taaforg who is committed to accelerating opportunity and prosperity for Asian American and Pacific Islander communities. Learn more about their mission: https://t.co/LmueRK4QzG #AsianHeritageMonth
2021-05-17 20:35:31+00:00,c,“We talk a lot about thinking of a diversity ethos surrounding the investors at the firm and the companies they back and @uluventures was a perfect expression of that.” - Head of #LaunchWithGS Suzanne Gauron on one of the largest Latina-led firms: https://t.co/ltDyqox2zP
2021-05-14 13:00:21+00:00,c,"Co-anchor of @FoxNews’ @AmericaNewsroom and author of ""Everything Will Be Okay"" @DanaPerino shares key insights on how younger professionals can advance their careers in a #TalksAtGS: https://t.co/xegAShONIg https://t.co/Edf7KS9Dob"
2021-05-14 04:48:37+00:00,c,".@LFA_PR 代表理事の李炯植氏。ゴールドマン・サックス証券持田社長との対談の中で、子供の貧困問題への思いと新たなトータルソリューションへの抱負について語っています。ゴールドマン・サックスは #GSGives を通じてこの団体を支援してます。
https://t.co/YnrXj6D0At https://t.co/PIXvlPDzx4"
2021-05-13 23:30:25+00:00,c,How are investment opportunities evolving in the transportation sector? $GS' Kevin Martens describes the shifting landscape for investors in The Daily Check-In: https://t.co/hNyJ6aJmqF https://t.co/OImiimznGQ
2021-05-13 20:00:01+00:00,c,"Watch $GS' US chief equity strategist David Kostin discuss his outlook for the market on @CNBC:
https://t.co/TWnEVdEGza"
2021-05-13 19:00:23+00:00,c,"“We didn't want to look back years later… and wish that we had done something else. We didn't want to have any regrets.” - John F. Crowley, chairman and CEO of Amicus Therapeutics, in a recent episode of #TalksAtGS: https://t.co/3lTkktDCzK https://t.co/BCrRxZ4QSW"
2021-05-13 17:00:30+00:00,c,$GS Asset Management’s Kevin Martens explains how the transportation sector is evolving in a post-COVID landscape in The Daily Check-In: https://t.co/ncfnKLSdE9 https://t.co/5Tg68fhZIq
2021-05-13 15:00:20+00:00,c,".@LewisPugh, endurance swimmer and @UN patron of the oceans, discusses the progress that can be made in preserving and restoring the world’s largest bodies of water in a #TalksAtGS: https://t.co/R0EAKvXrGS https://t.co/xJuV82xBY6"
2021-05-13 14:02:40+00:00,c,We're honored to welcome @StephenCurry30 and @AyeshaCurry to the advisory council of our One Million Black Women initiative. https://t.co/0k15Ndjoa6
2021-05-13 03:06:36+00:00,c,"Watch $GS’ Tim Moe discuss opportunities in Asian equities amid recent volatility, the Taiwan market, and the outlook for inflation on @BloombergTV: 
https://t.co/PsiJvAQHIf https://t.co/TqjMGId8R3"
2021-05-12 15:00:02+00:00,c,"Watch $GS head of energy research Damien Courvalin speak on his outlook for oil prices and demand on @BloombergTV:
https://t.co/m3cLdpfutz"
2021-05-12 13:00:18+00:00,c,"“Every single one of us wants to live [on] a planet that's clean and healthy.” - @MikeSievert, CEO of @TMobile, during a recent episode of #TalksAtGS with $GS' president and COO John Waldron: https://t.co/3GzjXD0uhP https://t.co/nffRpUsgrT"
2021-05-11 22:03:34+00:00,c,We’re proud to see @MikeBloomberg's latest philanthropic gift to @JohnsHopkins that will help increase diversity in the university’s #STEM PhD programs and shape the field for years to come: https://t.co/nmO9RpGMut
2021-05-11 19:20:00+00:00,c,"Today, we announced the 15 companies that have been selected to participate in our 2021 #LaunchWithGS Entrepreneur Cohort. Learn more about them: https://t.co/1WktCmJfg7"
2021-05-11 16:34:58+00:00,c,"How can large companies innovate? $GS' Tanya Baker, Hasan Malik and Daniel Kovenat discuss the GS Accelerate program and how it helps identify new business ideas on the latest episode of Exchanges at Goldman Sachs: https://t.co/fEUcfltrZp https://t.co/FqOQuP5oIq"
2021-05-11 15:01:08+00:00,c,"Watch $GS chief economist Jan Hatzius speak to @BloombergTV on the job market, inflation and Fed policy: https://t.co/yFPHAOHVJh"
2021-05-11 13:00:20+00:00,c,"“Most consumers would aspire to want things that are healthier or better for the environment.” - Mary Dillon, CEO of @ultabeauty, during a #TalksAtGS with $GS' chairman and CEO David Solomon: https://t.co/iHvxp6OXJ6 https://t.co/cDB1X7wUdw"
2021-05-10 23:30:24+00:00,c,$GS' Lou Miller explains what’s driving the equity market’s rotation from growth to value &amp; the sectors that will benefit in this episode of The Daily Check-In: https://t.co/AZfLSZrChE https://t.co/K4yTA4HRER
2021-05-10 20:27:22+00:00,c,Where are we in the equity market rotation from growth to value? Lou Miller of Global Markets explains in this episode of The Daily Check-In: https://t.co/2pDUTHdaH6 https://t.co/U4wKvpJ01C
2021-05-08 16:00:21+00:00,c,#ICYMI: $GS' Nora Creedon explains how the pandemic may have fundamentally altered the real estate landscape in The Daily Check-In: https://t.co/tYWM0DGgQR https://t.co/uzPwcLeoh5
2021-05-08 14:00:19+00:00,c,Co-anchor of @FoxNews' @AmericaNewsroom and author of “Everything Will Be Okay” @DanaPerino on why she was inspired to write her latest book in a #TalksAtGS: https://t.co/H4qae0pQnC https://t.co/XHUcJd6o5a
2021-05-07 20:00:19+00:00,c,What sectors of the real estate market are recovering as the economy emerges from the pandemic? $GS Asset Management’s Nora Creedon explains in The Daily Check-In: https://t.co/Ph4k83Jf3U https://t.co/FZtQLRh3Go
2021-05-07 17:30:00+00:00,c,"Watch $GS chief economist Jan Hatzius speak to @CNBC about what the latest #jobsreport means for the economy:
https://t.co/YachsXlr8f"
2021-05-06 16:34:54+00:00,c,"Join us for another One Million Black Women listening session as @ayeshacurry moderates a conversation around entrepreneurship today at 8PM ET/5PM PT. Her work with CDFI lender @lendistry is critical to this conversation. #BlackWomenImpact

RSVP: https://t.co/OqOzkedhlf https://t.co/RdtqDmh7td"
2021-05-06 15:00:28+00:00,c,#ICYMI: $GS' Gurpreet Gill explains how central banks are using policy-making to mitigate climate change and social inequalities in The Daily Check-In: https://t.co/H3xHARbkgF https://t.co/dGm8bdc81L
2021-05-06 13:49:11+00:00,c,"We’re so proud of the four amazing @GS10KSmallBiz graduates who joined this important conversation yesterday in Rhode Island. Thank you, @VP Harris and @SecRaimondo. https://t.co/f3zyTeOsLk"
2021-05-06 13:00:30+00:00,c,"“What's happening now in the Arctic will impact literally every single person on this planet, every single future generation, and the whole of the animal kingdom.” - @LewisPugh, endurance swimmer and @UN patron of the oceans, in a #TalksAtGS: https://t.co/QtQCwzAzJG https://t.co/KNDDlWQIXK"
2021-05-05 21:32:26+00:00,c,How are central banks using monetary policies to address climate change and social inequality? $GS' Gurpreet Gill explains in The Daily Check-In: https://t.co/XK18e4YEM5 https://t.co/ogoKm3cH3t
2021-05-05 15:28:47+00:00,c,"“Our company, how we support each other, how we solve problems, how we focus on the customer… it's our secret sauce.” - @MikeSievert, CEO of @TMobile, during a recent episode of #TalksAtGS with $GS' president and COO John Waldron: https://t.co/uCymqVUHkB https://t.co/SomMJV5E3s"
2021-05-04 19:00:08+00:00,c,"Jake Siewert, outgoing global head of corporate communications, reflects on his career working with the media, in communications, and hosting a podcast in Exchanges at $GS: https://t.co/tbxxRsozc8 https://t.co/Qim5R7EUyR"
2021-05-04 16:11:32+00:00,c,.@ultabeauty CEO Mary Dillon discusses the importance of communicating with young consumers to gain awareness of future trends within the beauty industry in a recent episode of #TalksAtGS with $GS' chairman and CEO David Solomon: https://t.co/WSFFZwHuYD https://t.co/ZuxgRoO7KM
2021-05-03 21:30:02+00:00,c,"In 2020, we reimagined our long-standing #CommunityTeamWorks program to help those disproportionately affected by the global pandemic—holding 436 virtual volunteer projects with 205 nonprofit organizations. Learn more in our 2020 Sustainability Report: https://t.co/GRD59jdUL9 https://t.co/jAOMlSlgIi"
2021-05-03 20:30:00+00:00,c,$GS' Kim Posnett discusses the accelerating tech supercycle for public listings on @theinformation: https://t.co/aCraRHrww8
2021-05-03 17:57:39+00:00,c,"Watch Katie Koch, $GS co-head of Fundamental Equity within Goldman Sachs Asset Management, share where she sees opportunities in tech and the theme of “the great outdoors” on @BloombergTV: https://t.co/xi1g8Cx1Fs"
2021-05-03 08:20:38+00:00,c,WATCH: $GS chief Asia Pacific economist Andrew Tilton tells @CNBC  how the reopening of the US economy could bring positive impact to the region. https://t.co/fYzG4aWtxB https://t.co/mzBj9z1UFo
2021-05-01 15:00:29+00:00,c,"“Take the jobs that you think aren't that attractive and do them very well.” Co-anchor of @FoxNews’ @AmericaNewsroom and author of ""Everything Will Be Okay"" @DanaPerino during a #TalksAtGS: https://t.co/P9HS827lSB https://t.co/5eryvPp4Rt"
2021-04-30 18:42:19+00:00,c,"This year we’re recognizing #AsianHeritageMonth in both the US and EMEA. Hear from Chris Kojima and Kunal Shah, regional heads of the $GS Asian Network, on their career paths, and advice for someone who would like to become an ally to the Asian community. https://t.co/zAyhl3X0hz"
2021-04-30 15:30:28+00:00,c,".@WalterIsaacson, historian and author of ""The Code Breaker,"" discusses Nobel Prize-winning biochemist Jennifer Doudna’s journey to discovering CRISPR gene editing during a #TalksAtGS: https://t.co/q1TsALvx9x https://t.co/gBhecbe7Tk"
2021-04-30 14:30:02+00:00,c,"Entering 2020, we set a goal of $750B in sustainable financing, investing and advisory activity by 2030. Despite the pandemic, we’re ahead of pace. Read our 2020 Sustainability Report to learn more: https://t.co/rHzH1NCSTB #GSsustainability https://t.co/VIZoK1E3uF"
2021-04-30 02:25:15+00:00,c,$GS chief Asia Pacific strategist Tim Moe talks to @CNBC about the “very constructive backdrop” for regional earnings and equity markets. https://t.co/4MroaT2XAr
2021-04-29 23:00:15+00:00,c,Pressure to decarbonize could open up a new bull market in the oil industry. $GS Research’s Michele Della Vigna explains: https://t.co/7smioC1ZZH https://t.co/rmLCNpnr8i
2021-04-29 20:08:08+00:00,c,$GS Research’s Michele Della Vigna explains how investor pressure to decarbonize is transforming the oil &amp; gas industry and bringing an end to non-OPEC growth: https://t.co/75nESg9Jtz https://t.co/mgoWgB6342
2021-04-29 16:00:02+00:00,c,"Watch $GS chief economist Jan Hatzius on his thoughts post FOMC meeting and his outlook for the Fed and economy on @CNBC: 
https://t.co/LcD03IbD9n"
2021-04-29 15:00:22+00:00,c,"“The oceans recover and they can recover magnificently, but we need to take the action now.” - @LewisPugh, endurance swimmer and @UN patron of the oceans, in a #TalksAtGS: https://t.co/3gabGBM7IY https://t.co/inEcn3ojjR"
2021-04-29 06:34:33+00:00,c,$GS supports #India with an additional $10 million commitment for #COVID19 relief and recovery efforts as the country experiences a surge in cases. #GoldmanSachsIndia Read the press release: https://t.co/0hPj5prpld
2021-04-29 02:00:01+00:00,c,"自宅で過ごす今年の #ゴールデンウィーク は新しい本を見つけて読書を楽しんではいかがでしょうか。
ゴールドマン・サックスの日本の経営陣が過去5年間、夏休み読書シリーズで紹介した書籍は、小説から歴史物、自己啓発本まで35冊にも上ります。#STAYHOME  📚  https://t.co/nwhP8wKm8E https://t.co/WMDb0X8htr"
2021-04-27 17:00:25+00:00,c,"Why are global insurers leaning into risk? Mike Siegel, Global Head of $GS Insurance Asset Management, breaks down the results of the annual insurance survey in Exchanges at Goldman Sachs: https://t.co/zRyvwQJCA1 https://t.co/tUiH0u8fIf"
2021-04-27 13:00:08+00:00,c,“The weakness seen in EM... was a more broad-based repricing of global fixed income and EM assets were caught right in the middle.”  – $GS' Jennifer Roth on emerging markets: https://t.co/8LprjpsWFv https://t.co/j3YJhQA7ve
2021-04-26 23:00:25+00:00,c,“Sports betting represents one of the largest consumer growth opportunities over the next 10 years.” – Stephen Grambling of $GS Research: https://t.co/SzzyLQuR7X https://t.co/APUiCITuZq
2021-04-26 20:20:35+00:00,c,What’s driving the rise in sports gambling in the US? Stephen Grambling of $GS Research explains: https://t.co/LSAciQEGjr https://t.co/hs9ZsyMvc0
2021-04-26 17:00:08+00:00,c,How are emerging markets faring during a continuing pandemic and a nascent recovery? Jen Roth of $GS Global Markets weighs in: https://t.co/0OpOEedtk0 https://t.co/03NQOK6PcN
2021-04-24 13:00:23+00:00,c,"“I realized that a lot of the concerns and worries that young women were having… were following them into their thirties and beyond.” - Co-anchor of @FoxNews' @AmericaNewsroom and author of ""Everything Will Be Okay"" @DanaPerino during a #TalksAtGS: https://t.co/i0ddqH1kyO https://t.co/AKMia80VRi"
2021-04-23 20:00:00+00:00,c,"$GS is proud to be recognized in @justcapital_'s top 10 companies taking the lead in environmental impact for our $750 billion sustainable finance commitment. Read more here:
https://t.co/Pa8PbnSn9h #GSsustainability"
2021-04-23 15:30:03+00:00,c,Learn more about our climate progress and goals: https://t.co/1wzqRGAY8W
2021-04-23 15:30:02+00:00,c,"We took steps in the past year to expand our progress: 

✅ joined @CDP Supply Chain to help vendors reduce emissions
✅ partnered with @ArcadiaHQ to offer US employees free access to renewable energy at home
✅ identified partners to help bring carbon-removal tech to market"
2021-04-23 15:30:02+00:00,c,"As we accelerate our efforts toward net zero, we're focusing our action on three key areas: our vendors, our people and our communities. #GSsustainability https://t.co/ym7ZGdIh8i"
2021-04-22 21:00:39+00:00,c,"""I want to create a space and imagine a world where all these phenomenal young Black girls get a chance to live their fullest potential.” - $GS' Asahi Pompey on her personal and professional journey. Get to know her via @glamourmag: https://t.co/vcPgjaiZce"
2021-04-22 16:30:00+00:00,c,Watch $GS chief US equity strategist David Kostin speak on his expectations for market growth on @BloombergTV: https://t.co/1hsnUERJdI
2021-04-22 15:24:49+00:00,c,"We’re making progress by focusing on:

- What we do—in our work with clients.
- How we do it—ensuring our business embodies these principles.
- How we address gaps—with outside partners, engagement and impact.

Read our 2020 Sustainability Report: https://t.co/hbd7xxU1Mn"
2021-04-22 15:24:49+00:00,c,We’re celebrating #EarthDay2021 by taking a closer look at our efforts to address the challenges of climate change and drive toward a more sustainable economy that works for all. #GSsustainability https://t.co/J06pAGnHUl
2021-04-22 13:00:34+00:00,c,"This #EarthDay, @LewisPugh, endurance swimmer and @UN patron of the oceans, shares his outlook on the potential impact the world faces if conditions in the Arctic aren’t addressed in a recent episode of #TalksAtGS: https://t.co/X0WFqNvOT2 https://t.co/slqugMp1Lm"
2021-04-21 23:28:41+00:00,c,".@SpelmanCollege's winning team nailed this year's case study competition for the Goldman Sachs Market Madness: HBCU Possibilities Program—and won $1 million for their school. Congrats to the winners and all who participated.

Learn more: https://t.co/U55b2zkMPn https://t.co/6kv2CI8LVW"
2021-04-21 19:00:18+00:00,c,Andrew Boak of $GS Research discusses Australia’s macro backdrop and monetary policy: https://t.co/B5kVIgWUls https://t.co/Y2HQKy5STn
2021-04-20 19:50:08+00:00,c,"$GS' Hiroki Inaba, Masa Yanagisawa and Akiko Koda discuss progress towards marriage equality in Japan after a key court ruling in this episode of Exchanges at Goldman Sachs: https://t.co/Bb8ZL9tss4 #結婚の自由をすべての人に https://t.co/jpXSynbaRU"
2021-04-20 16:00:58+00:00,c,$GS' Ed van Wyk discusses how clients are navigating challenges to the global supply chain on this episode of The Daily Check-In: https://t.co/8oYf3itptI https://t.co/CdcBPMhzyC
2021-04-20 14:19:50+00:00,c,We’re helping industries of all kinds usher in and thrive in a low carbon economy—leveraging our capabilities to improve access and affordability. Learn more about how we’re helping shape and accelerate the sustainable finance landscape: https://t.co/sGezxaNewA
2021-04-20 14:19:50+00:00,c,"A sustainable future demands informed financing and investing decisions today, and our clients are seeking advice on how to integrate sustainability into their strategy."
2021-04-20 14:19:49+00:00,c,"Today, we’re releasing our 2020 Sustainability Report, which includes our very first People Strategy Report—looking back at all we've accomplished in climate transition and inclusive growth. #GSsustainability https://t.co/WGbIRUtKb8"
2021-04-20 00:08:00+00:00,c,We’re #InvestingInThePowerOf HBCUs with a $25 million dollar commitment and a new program designed to champion the power of the HBCU community. Learn more: https://t.co/3IbJhGY6j8 https://t.co/VkutcnW9MY
2021-04-19 21:30:01+00:00,c,"Kim Posnett will join Sam Morgan as co-head of One Goldman Sachs, our initiative to create a highly integrated approach to serving our clients who interact with multiple divisions and areas across the firm. Read more via @business: https://t.co/qICEtq2J4k https://t.co/Y0blZ6EzH9"
2021-04-17 13:00:31+00:00,c,"#ICYMI: Nature-based investments, such as @Apple’s 'Restore Fund', aim to remove carbon emissions while generating a financial return, explains $GS' Lisa Williams in The Daily Check-In: https://t.co/o9KnPFt2sl https://t.co/ot5RB7as8p"
2021-04-16 22:00:08+00:00,c,How will higher rates—and potentially higher taxes—affect the U.S. dollar? $GS Research’s Zach Pandl explains in the latest Exchanges at Goldman Sachs: https://t.co/5jmA9kvUSm https://t.co/p3M2HCXIAA
2021-04-16 21:00:19+00:00,c,$GS' Lisa Williams explains how @Apple's 'Restore Fund' plays a role in reducing carbon emissions in The Daily Check-In: https://t.co/4BIPlsdb9q https://t.co/kz14UlkamY
2021-04-16 19:00:02+00:00,c,Watch $GS chief economist Jan Hatzius discuss his forecast for economic growth on @BloombergTV: https://t.co/Gd02u6Vk4d
2021-04-16 17:00:09+00:00,c,What currencies are likely to appreciate against the U.S. dollar? $GS Research’s Zach Pandl explains in the latest Exchanges at Goldman Sachs: https://t.co/zFjcIKNpHx https://t.co/214yE8Kx2W
2021-04-16 14:27:34+00:00,c,".@WalterIsaacson, historian and author of ""The Code Breaker,"" discusses how competition can further drive the advancement of science during a #TalksAtGS: https://t.co/0XjXtRBiXU https://t.co/WVtBNa39Y4"
2021-04-15 21:50:50+00:00,c,Watch $GS head of commodities research Jeff Currie explain his new note on why copper is the new oil via @CNBC: https://t.co/8u23u63WIi
2021-04-15 21:00:19+00:00,c,$GS' Chief Financial Officer Stephen Scherr discusses what drove the firm’s first-quarter earnings performance and the firm’s ability to execute on its long-term strategy in this episode of The Daily Check-In: https://t.co/A3AECzJJVW https://t.co/KsMPo1jf3y
2021-04-15 17:40:15+00:00,c,We’re proud to partner with @Apple on their Restore Fund. https://t.co/IlPzzixzbM
2021-04-15 13:37:52+00:00,c,$GS' Chief Financial Officer Stephen Scherr discusses the firm’s first-quarter 2021 earnings in this episode of The Daily Check-In: https://t.co/2cEkmcx9UL https://t.co/bDF4AMfTaR
2021-04-14 20:00:10+00:00,c,The rise and rise of e-commerce: $GS' Jen Davis and Vishaal Rana discuss the post-pandemic retail economy: https://t.co/ovgZbMlE7W https://t.co/hromrFRip1
2021-04-14 18:37:34+00:00,c,$GS Head of Investor Relations Heather Kennedy Miner on the firm's 1Q 2021 earnings: https://t.co/ZRkHG1hEeA https://t.co/QoGKJE0RfI
